KIERUNEK;OBSZAR_KOD;OBSZAR;DZIEDZINA_KOD;DZIEDZINA;DYSCYPLINA_KOD;DYSCYPLINA
11364;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
11365;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
11366;5;obszar nauk społecznych;14;dziedzina nauk społecznych;65;pedagogika
11368;5;obszar nauk społecznych;14;dziedzina nauk społecznych;65;pedagogika
11369;5;obszar nauk społecznych;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11370;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11371;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11372;5;obszar nauk społecznych;14;dziedzina nauk społecznych;67;socjologia
11373;5;obszar nauk społecznych;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11374;7;obszar nauk technicznych;18;dziedzina nauk technicznych;91;informatyka
11375;7;obszar nauk technicznych;18;dziedzina nauk technicznych;91;informatyka
11376;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
11377;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
11378;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11379;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11381;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;4;dziedzina nauk medycznych;25;medycyna
11382;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
11384;7;obszar nauk technicznych;18;dziedzina nauk technicznych;101;transport
11385;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;4;dziedzina nauk medycznych;25;medycyna
11388;7;obszar nauk technicznych;18;dziedzina nauk technicznych;95;inżynieria produkcji
11389;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;4;dziedzina nauk medycznych;25;medycyna
11390;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
11392;7;obszar nauk technicznych;18;dziedzina nauk technicznych;84;budownictwo
11393;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
11394;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11397;4;obszar nauk rolniczych, leśnych i weterynaryjnych;10;dziedzina nauk rolniczych;43;agronomia
11399;5;obszar nauk społecznych;14;dziedzina nauk społecznych;65;pedagogika
11401;5;obszar nauk społecznych;14;dziedzina nauk społecznych;59;nauki o bezpieczeństwie
11403;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
11404;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
11405;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
11406;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;77;informatyka
11408;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;78;matematyka
11409;5;obszar nauk społecznych;14;dziedzina nauk społecznych;65;pedagogika
11410;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11411;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
11412;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;5;dziedzina nauk o kulturze fizycznej;27;dziedzina nauk o kulturze fizycznej
11413;8;obszar sztuki;21;dziedzina sztuk plastycznych;116;sztuki piękne
11414;8;obszar sztuki;21;dziedzina sztuk plastycznych;116;sztuki piękne
11415;8;obszar sztuki;21;dziedzina sztuk plastycznych;116;sztuki piękne
11418;8;obszar sztuki;21;dziedzina sztuk plastycznych;116;sztuki piękne
11419;8;obszar sztuki;21;dziedzina sztuk plastycznych;117;sztuki projektowe
11420;8;obszar sztuki;21;dziedzina sztuk plastycznych;117;sztuki projektowe
11421;8;obszar sztuki;21;dziedzina sztuk plastycznych;117;sztuki projektowe
11424;8;obszar sztuki;21;dziedzina sztuk plastycznych;116;sztuki piękne
11425;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
11426;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
11427;8;obszar sztuki;22;dziedzina sztuk teatralnych;120;dziedzina sztuk teatralnych
11428;8;obszar sztuki;22;dziedzina sztuk teatralnych;120;dziedzina sztuk teatralnych
11430;5;obszar nauk społecznych;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11431;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11433;8;obszar sztuki;21;dziedzina sztuk plastycznych;111;grafika
11434;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11437;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11439;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
11440;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11441;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11443;5;obszar nauk społecznych;14;dziedzina nauk społecznych;999;studia interdyscyplinarne
11444;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
11445;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11446;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11448;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
11449;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
11450;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
11451;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
11452;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
11453;0;NA;0;NA;0;NA
11454;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
11455;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
11457;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
11458;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
11459;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
11460;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
11461;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
11462;5;obszar nauk społecznych;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11463;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
11464;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
11465;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
11466;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
11467;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
11468;5;obszar nauk społecznych;14;dziedzina nauk społecznych;999;studia interdyscyplinarne
11469;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
11470;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
11471;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
11472;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
11473;5;obszar nauk społecznych;14;dziedzina nauk społecznych;999;studia interdyscyplinarne
11474;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
11475;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
11477;5;obszar nauk społecznych;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11478;5;obszar nauk społecznych;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11479;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;18;pedagogika
11480;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
11481;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
11482;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
11483;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11484;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11486;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;5;dziedzina nauk o kulturze fizycznej;27;dziedzina nauk o kulturze fizycznej
11487;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11489;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11490;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;9;kulturoznawstwo
11491;5;obszar nauk społecznych;14;dziedzina nauk społecznych;67;socjologia
11492;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
11493;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
11495;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
11496;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;21;socjologia
11497;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;5;dziedzina nauk o kulturze fizycznej;27;dziedzina nauk o kulturze fizycznej
11498;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
11499;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11500;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;18;pedagogika
11501;5;obszar nauk społecznych;14;dziedzina nauk społecznych;59;nauki o bezpieczeństwie
11502;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
11503;7;obszar nauk technicznych;18;dziedzina nauk technicznych;91;informatyka
11505;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
11506;8;obszar sztuki;21;dziedzina sztuk plastycznych;117;sztuki projektowe
11507;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
11509;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;5;dziedzina nauk o kulturze fizycznej;27;dziedzina nauk o kulturze fizycznej
11510;5;obszar nauk społecznych;14;dziedzina nauk społecznych;999;studia interdyscyplinarne
11511;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;31;biologia
11512;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;5;dziedzina nauk o kulturze fizycznej;27;dziedzina nauk o kulturze fizycznej
11513;5;obszar nauk społecznych;13;dziedzina nauk prawnych;56;nauki o administracji
11514;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
11515;5;obszar nauk społecznych;13;dziedzina nauk prawnych;56;nauki o administracji
11516;0;NA;0;NA;0;NA
11517;8;obszar sztuki;20;dziedzina sztuk muzycznych;109;wokalistyka
11518;8;obszar sztuki;20;dziedzina sztuk muzycznych;109;wokalistyka
11522;8;obszar sztuki;20;dziedzina sztuk muzycznych;104;dyrygentura
11523;8;obszar sztuki;20;dziedzina sztuk muzycznych;104;dyrygentura
11524;8;obszar sztuki;20;dziedzina sztuk muzycznych;106;kompozycja i teoria muzyki
11525;7;obszar nauk technicznych;18;dziedzina nauk technicznych;88;geodezja i kartografia
11526;8;obszar sztuki;20;dziedzina sztuk muzycznych;106;kompozycja i teoria muzyki
11527;8;obszar sztuki;20;dziedzina sztuk muzycznych;104;dyrygentura
11532;5;obszar nauk społecznych;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11534;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
11537;5;obszar nauk społecznych;13;dziedzina nauk prawnych;999;studia interdyscyplinarne
11538;4;obszar nauk rolniczych, leśnych i weterynaryjnych;10;dziedzina nauk rolniczych;47;ogrodnictwo
11540;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
11543;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
11545;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
11546;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
11548;5;obszar nauk społecznych;13;dziedzina nauk prawnych;56;nauki o administracji
11550;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11551;8;obszar sztuki;20;dziedzina sztuk muzycznych;999;studia interdyscyplinarne
11552;8;obszar sztuki;20;dziedzina sztuk muzycznych;999;studia interdyscyplinarne
11553;8;obszar sztuki;20;dziedzina sztuk muzycznych;105;instrumentalistyka
11554;8;obszar sztuki;20;dziedzina sztuk muzycznych;105;instrumentalistyka
11555;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11558;8;obszar sztuki;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11559;8;obszar sztuki;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11560;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11563;5;obszar nauk społecznych;13;dziedzina nauk prawnych;56;nauki o administracji
11564;7;obszar nauk technicznych;18;dziedzina nauk technicznych;83;budowa i eksploatacja maszyn
11567;6;obszar nauk ścisłych;16;dziedzina nauk fizycznych;75;fizyka
11568;6;obszar nauk ścisłych;15;dziedzina nauk chemicznych;72;technologia chemiczna
11569;7;obszar nauk technicznych;18;dziedzina nauk technicznych;99;technologia chemiczna
11570;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
11571;8;obszar sztuki;21;dziedzina sztuk plastycznych;116;sztuki piękne
11572;8;obszar sztuki;21;dziedzina sztuk plastycznych;116;sztuki piękne
11573;8;obszar sztuki;21;dziedzina sztuk plastycznych;116;sztuki piękne
11574;8;obszar sztuki;21;dziedzina sztuk plastycznych;116;sztuki piękne
11575;7;obszar nauk technicznych;18;dziedzina nauk technicznych;88;geodezja i kartografia
11576;8;obszar sztuki;21;dziedzina sztuk plastycznych;117;sztuki projektowe
11578;8;obszar sztuki;21;dziedzina sztuk plastycznych;117;sztuki projektowe
11580;8;obszar sztuki;21;dziedzina sztuk plastycznych;116;sztuki piękne
11581;8;obszar sztuki;21;dziedzina sztuk plastycznych;116;sztuki piękne
11582;8;obszar sztuki;21;dziedzina sztuk plastycznych;117;sztuki projektowe
11583;8;obszar sztuki;21;dziedzina sztuk plastycznych;117;sztuki projektowe
11585;5;obszar nauk społecznych;13;dziedzina nauk prawnych;56;nauki o administracji
11586;5;obszar nauk społecznych;13;dziedzina nauk prawnych;56;nauki o administracji
11587;5;obszar nauk społecznych;13;dziedzina nauk prawnych;56;nauki o administracji
11589;7;obszar nauk technicznych;18;dziedzina nauk technicznych;91;informatyka
11590;5;obszar nauk społecznych;14;dziedzina nauk społecznych;65;pedagogika
11591;5;obszar nauk społecznych;14;dziedzina nauk społecznych;65;pedagogika
11593;5;obszar nauk społecznych;13;dziedzina nauk prawnych;57;prawo
11594;5;obszar nauk społecznych;14;dziedzina nauk społecznych;62;nauki o polityce
11595;5;obszar nauk społecznych;14;dziedzina nauk społecznych;62;nauki o polityce
11596;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
11596;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
11597;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
11597;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
11599;7;obszar nauk technicznych;18;dziedzina nauk technicznych;95;inżynieria produkcji
11599;7;obszar nauk technicznych;18;dziedzina nauk technicznych;95;inżynieria produkcji
11600;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11601;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;36;ochrona środowiska
11602;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
11603;5;obszar nauk społecznych;14;dziedzina nauk społecznych;65;pedagogika
11604;5;obszar nauk społecznych;14;dziedzina nauk społecznych;67;socjologia
11605;7;obszar nauk technicznych;18;dziedzina nauk technicznych;999;studia interdyscyplinarne
11606;0;NA;0;NA;0;NA
11608;7;obszar nauk technicznych;18;dziedzina nauk technicznych;999;studia interdyscyplinarne
11609;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
11610;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
11612;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
11613;5;obszar nauk społecznych;14;dziedzina nauk społecznych;999;studia interdyscyplinarne
11614;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11616;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11617;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
11618;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
11619;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
11620;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
11621;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
